agent_execution_log_id,workflow_run_id,sequence_number,agent_id,tool_id,started_at,completed_at,duration_ms,input_summary,output_summary,status,confidence_score,input_tokens,output_tokens,estimated_cost_usd,error_type
AEL000959,WFR00244,1,A001,TOOL019,2026-08-07T15:20:00,2026-08-07T15:20:00.092000,92,Move a deployment task to an available team member.,Request classified and task plan created.,Success,0.904,449,237,0.00967,
AEL000960,WFR00244,2,A002,TOOL016,2026-08-07T15:20:00.168000,2026-08-07T15:20:00.265000,97,Move a deployment task to an available team member.,RBAC and resource-scope decision completed.,Success,0.815,667,332,0.00773,
AEL000961,WFR00244,3,A004,TOOL004,2026-08-07T15:20:00.319000,2026-08-07T15:20:00.882000,563,Move a deployment task to an available team member.,HR data query completed.,Success,0.882,822,264,0.0011,
AEL000962,WFR00244,4,A005,TOOL007,2026-08-07T15:20:00.961000,2026-08-07T15:20:01.798000,837,Move a deployment task to an available team member.,Project and task data query completed.,Success,0.99,430,249,0.00916,
AEL000963,WFR00244,5,A008,TOOL018,2026-08-07T15:20:01.834000,2026-08-07T15:20:02.296000,462,Move a deployment task to an available team member.,"Correctness, grounding, and safety validated.",Success,0.909,849,213,0.00178,
AEL000964,WFR00244,6,A010,TOOL018,2026-08-07T15:20:02.334000,2026-08-07T15:20:02.435000,101,Move a deployment task to an available team member.,Human approval workflow created or resumed.,Success,0.914,133,54,0.00315,
AEL000965,WFR00244,7,A009,TOOL019,2026-08-07T15:20:02.515000,2026-08-07T15:20:02.701000,186,Move a deployment task to an available team member.,Evidence-based explanation generated.,Success,0.955,732,202,0.00197,
AEL000966,WFR00245,1,A001,TOOL019,2026-07-08T15:34:00,2026-07-08T15:34:00.750000,750,Compare sales channels in Q2 2026.,Request classified and task plan created.,Success,0.903,797,319,0.00853,
AEL000967,WFR00245,2,A002,TOOL019,2026-07-08T15:34:00.788000,2026-07-08T15:34:00.876000,88,Compare sales channels in Q2 2026.,RBAC and resource-scope decision completed.,Success,0.921,430,376,0.0118,
AEL000968,WFR00245,3,A006,TOOL011,2026-07-08T15:34:00.893000,2026-07-08T15:34:02.010000,1117,Compare sales channels in Q2 2026.,Sales aggregation completed.,Success,0.792,525,297,0.01173,
AEL000969,WFR00245,4,A008,TOOL018,2026-07-08T15:34:02.030000,2026-07-08T15:34:02.578000,548,Compare sales channels in Q2 2026.,"Correctness, grounding, and safety validated.",Success,0.974,330,255,0.00616,
AEL000970,WFR00245,5,A009,TOOL019,2026-07-08T15:34:02.609000,2026-07-08T15:34:02.982000,373,Compare sales channels in Q2 2026.,Evidence-based explanation generated.,Success,0.874,835,415,0.00355,
AEL000971,WFR00246,1,A001,TOOL016,2026-04-07T10:50:00,2026-04-07T10:50:00.826000,826,Analyze Project Atlas status.,Request classified and task plan created.,Success,0.937,948,403,0.01077,
AEL000972,WFR00246,2,A002,TOOL019,2026-04-07T10:50:00.840000,2026-04-07T10:50:00.978000,138,Analyze Project Atlas status.,RBAC and resource-scope decision completed.,Success,0.828,866,331,0.00868,
AEL000973,WFR00246,3,A005,TOOL009,2026-04-07T10:50:01.051000,2026-04-07T10:50:01.854000,803,Analyze Project Atlas status.,Project and task data query completed.,Success,0.913,237,254,0.01128,
AEL000974,WFR00246,4,A008,TOOL017,2026-04-07T10:50:01.892000,2026-04-07T10:50:02.801000,909,Analyze Project Atlas status.,"Correctness, grounding, and safety validated.",Success,0.953,749,211,0.00376,
AEL000975,WFR00246,5,A009,TOOL019,2026-04-07T10:50:02.874000,2026-04-07T10:50:03.062000,188,Analyze Project Atlas status.,Evidence-based explanation generated.,Success,0.842,195,316,0.00445,
AEL000976,WFR00247,1,A001,TOOL019,2026-06-24T08:06:00,2026-06-24T08:06:00.357000,357,What is the incident response time for a P1 event?,Request classified and task plan created.,Success,0.801,236,405,0.01089,
AEL000977,WFR00247,2,A002,TOOL016,2026-06-24T08:06:00.385000,2026-06-24T08:06:00.973000,588,What is the incident response time for a P1 event?,RBAC and resource-scope decision completed.,Success,0.93,715,144,0.01168,
AEL000978,WFR00247,3,A003,TOOL019,2026-06-24T08:06:01.043000,2026-06-24T08:06:02.069000,1026,What is the incident response time for a P1 event?,Authorized document evidence retrieved.,Success,0.912,614,93,0.00593,
AEL000979,WFR00247,4,A008,TOOL019,2026-06-24T08:06:02.079000,2026-06-24T08:06:02.934000,855,What is the incident response time for a P1 event?,"Correctness, grounding, and safety validated.",Success,0.876,170,162,0.01186,
AEL000980,WFR00247,5,A009,TOOL019,2026-06-24T08:06:03.007000,2026-06-24T08:06:03.787000,780,What is the incident response time for a P1 event?,Evidence-based explanation generated.,Success,0.96,468,368,0.0012,
AEL000981,WFR00248,1,A001,TOOL019,2026-03-04T10:25:00,2026-03-04T10:25:00.518000,518,Which evaluation program has the highest regression rate?,Request classified and task plan created.,Success,0.814,276,223,0.00441,
AEL000982,WFR00248,2,A002,TOOL019,2026-03-04T10:25:00.549000,2026-03-04T10:25:01.235000,686,Which evaluation program has the highest regression rate?,Access denied for permission evaluation.read.,Success,0.976,660,218,0.00292,
AEL000983,WFR00249,1,A001,TOOL019,2026-06-20T09:37:00,2026-06-20T09:37:00.846000,846,Compare judge and human disagreement.,Request classified and task plan created.,Success,0.921,341,283,0.00867,
AEL000984,WFR00249,2,A002,TOOL019,2026-06-20T09:37:00.860000,2026-06-20T09:37:01.312000,452,Compare judge and human disagreement.,Access denied for permission evaluation.read.,Success,0.95,358,391,0.00217,
AEL000985,WFR00250,1,A001,TOOL016,2026-04-17T12:40:00,2026-04-17T12:40:00.285000,285,Approve a 15 percent discount for this order.,Request classified and task plan created.,Success,0.838,375,251,0.00224,
AEL000986,WFR00250,2,A002,TOOL019,2026-04-17T12:40:00.319000,2026-04-17T12:40:00.411000,92,Approve a 15 percent discount for this order.,RBAC and resource-scope decision completed.,Success,0.791,613,329,0.00206,
AEL000987,WFR00250,3,A006,TOOL010,2026-04-17T12:40:00.481000,2026-04-17T12:40:00.779000,298,Approve a 15 percent discount for this order.,Sales aggregation completed.,Success,0.887,498,137,0.00324,
AEL000988,WFR00250,4,A007,TOOL013,2026-04-17T12:40:00.797000,2026-04-17T12:40:01.582000,785,Approve a 15 percent discount for this order.,Finance policy and request data evaluated.,Success,0.964,855,397,0.00727,
AEL000989,WFR00250,5,A010,TOOL009,2026-04-17T12:40:01.641000,2026-04-17T12:40:02.072000,431,Approve a 15 percent discount for this order.,Human approval workflow created or resumed.,Success,0.973,748,241,0.00486,
AEL000990,WFR00250,6,A009,TOOL019,2026-04-17T12:40:02.137000,2026-04-17T12:40:02.739000,602,Approve a 15 percent discount for this order.,Evidence-based explanation generated.,Success,0.987,950,88,0.00265,
AEL000991,WFR00251,1,A001,TOOL016,2026-08-08T18:21:00,2026-08-08T18:21:00.303000,303,What is the incident response time for a P1 event?,Request classified and task plan created.,Success,0.902,308,298,0.00639,
AEL000992,WFR00251,2,A002,TOOL019,2026-08-08T18:21:00.383000,2026-08-08T18:21:00.968000,585,What is the incident response time for a P1 event?,RBAC and resource-scope decision completed.,Success,0.811,894,146,0.00978,
AEL000993,WFR00251,3,A003,TOOL019,2026-08-08T18:21:00.980000,2026-08-08T18:21:01.879000,899,What is the incident response time for a P1 event?,Authorized document evidence retrieved.,Success,0.786,210,100,0.00183,
AEL000994,WFR00251,4,A008,TOOL018,2026-08-08T18:21:01.913000,2026-08-08T18:21:03.047000,1134,What is the incident response time for a P1 event?,"Correctness, grounding, and safety validated.",Success,0.832,644,95,0.01022,
AEL000995,WFR00251,5,A009,TOOL019,2026-08-08T18:21:03.061000,2026-08-08T18:21:03.266000,205,What is the incident response time for a P1 event?,Evidence-based explanation generated.,Success,0.876,614,348,0.00747,
AEL000996,WFR00252,1,A001,TOOL016,2026-02-07T15:08:00,2026-02-07T15:08:00.668000,668,Approve a four-day leave request.,Request classified and task plan created.,Success,0.879,485,231,0.00973,
AEL000997,WFR00252,2,A002,TOOL016,2026-02-07T15:08:00.739000,2026-02-07T15:08:00.921000,182,Approve a four-day leave request.,Access denied for permission leave.read_all.,Success,0.882,598,226,0.0069,
AEL000998,WFR00253,1,A001,TOOL016,2026-06-11T15:13:00,2026-06-11T15:13:00.779000,779,Compare sales channels in Q2 2026.,Request classified and task plan created.,Success,0.822,860,182,0.00637,
AEL000999,WFR00253,2,A002,TOOL016,2026-06-11T15:13:00.816000,2026-06-11T15:13:01.219000,403,Compare sales channels in Q2 2026.,RBAC and resource-scope decision completed.,Success,0.885,142,331,0.00713,
AEL001000,WFR00253,3,A006,TOOL011,2026-06-11T15:13:01.285000,2026-06-11T15:13:02.445000,1160,Compare sales channels in Q2 2026.,Sales aggregation completed.,Success,0.956,252,61,0.00122,
AEL001001,WFR00253,4,A008,TOOL018,2026-06-11T15:13:02.514000,2026-06-11T15:13:02.918000,404,Compare sales channels in Q2 2026.,"Correctness, grounding, and safety validated.",Success,0.961,364,300,0.00415,
AEL001002,WFR00253,5,A009,TOOL019,2026-06-11T15:13:02.974000,2026-06-11T15:13:03.200000,226,Compare sales channels in Q2 2026.,Evidence-based explanation generated.,Success,0.881,553,165,0.00367,
AEL001003,WFR00254,1,A001,TOOL016,2026-01-01T09:58:00,2026-01-01T09:58:00.849000,849,Which product category has the lowest margin?,Request classified and task plan created.,Success,0.824,813,335,0.00771,
AEL001004,WFR00254,2,A002,TOOL016,2026-01-01T09:58:00.920000,2026-01-01T09:58:01.737000,817,Which product category has the lowest margin?,RBAC and resource-scope decision completed.,Success,0.903,698,374,0.01067,
AEL001005,WFR00254,3,A006,TOOL019,2026-01-01T09:58:01.779000,2026-01-01T09:58:02.444000,665,Which product category has the lowest margin?,Sales aggregation completed.,Success,0.883,732,415,0.00199,
AEL001006,WFR00254,4,A008,TOOL017,2026-01-01T09:58:02.461000,2026-01-01T09:58:02.713000,252,Which product category has the lowest margin?,"Correctness, grounding, and safety validated.",Success,0.913,508,399,0.00159,
AEL001007,WFR00254,5,A009,TOOL019,2026-01-01T09:58:02.764000,2026-01-01T09:58:03.028000,264,Which product category has the lowest margin?,Evidence-based explanation generated.,Success,0.807,833,296,0.00361,
AEL001008,WFR00255,1,A001,TOOL016,2026-08-11T11:45:00,2026-08-11T11:45:00.396000,396,Compare sales channels in Q2 2026.,Request classified and task plan created.,Success,0.868,477,63,0.00987,
AEL001009,WFR00255,2,A002,TOOL019,2026-08-11T11:45:00.444000,2026-08-11T11:45:00.584000,140,Compare sales channels in Q2 2026.,RBAC and resource-scope decision completed.,Success,0.973,218,165,0.01031,
AEL001010,WFR00255,3,A006,TOOL011,2026-08-11T11:45:00.620000,2026-08-11T11:45:01.072000,452,Compare sales channels in Q2 2026.,Sales aggregation completed.,Success,0.796,795,119,0.00454,
AEL001011,WFR00255,4,A008,TOOL019,2026-08-11T11:45:01.112000,2026-08-11T11:45:01.700000,588,Compare sales channels in Q2 2026.,"Correctness, grounding, and safety validated.",Success,0.8,512,321,0.00266,
AEL001012,WFR00255,5,A009,TOOL019,2026-08-11T11:45:01.773000,2026-08-11T11:45:02.092000,319,Compare sales channels in Q2 2026.,Evidence-based explanation generated.,Success,0.87,262,254,0.00387,
AEL001013,WFR00256,1,A001,TOOL019,2026-08-16T14:40:00,2026-08-16T14:40:00.140000,140,Can the sales manager grant a 22 percent discount?,Request classified and task plan created.,Success,0.818,831,382,0.00458,
AEL001014,WFR00256,2,A002,TOOL019,2026-08-16T14:40:00.198000,2026-08-16T14:40:00.344000,146,Can the sales manager grant a 22 percent discount?,RBAC and resource-scope decision completed.,Success,0.851,137,378,0.0075,
AEL001015,WFR00256,3,A006,TOOL019,2026-08-16T14:40:00.403000,2026-08-16T14:40:01.266000,863,Can the sales manager grant a 22 percent discount?,Sales aggregation completed.,Success,0.928,589,360,0.00568,
AEL001016,WFR00256,4,A007,TOOL012,2026-08-16T14:40:01.303000,2026-08-16T14:40:01.547000,244,Can the sales manager grant a 22 percent discount?,Finance policy and request data evaluated.,Success,0.798,848,323,0.00089,
AEL001017,WFR00256,5,A010,TOOL019,2026-08-16T14:40:01.583000,2026-08-16T14:40:01.905000,322,Can the sales manager grant a 22 percent discount?,Human approval workflow created or resumed.,Success,0.982,538,58,0.0114,
AEL001018,WFR00256,6,A009,TOOL019,2026-08-16T14:40:01.958000,2026-08-16T14:40:02.254000,296,Can the sales manager grant a 22 percent discount?,Evidence-based explanation generated.,Success,0.803,241,208,0.00645,
AEL001019,WFR00257,1,A001,TOOL019,2026-01-13T08:24:00,2026-01-13T08:24:00.392000,392,Show pending purchase approvals.,Request classified and task plan created.,Success,0.833,230,343,0.00936,
AEL001020,WFR00257,2,A002,TOOL016,2026-01-13T08:24:00.444000,2026-01-13T08:24:00.821000,377,Show pending purchase approvals.,Access denied for permission finance.read.,Success,0.906,502,254,0.00223,
AEL001021,WFR00258,1,A001,TOOL016,2026-01-08T12:03:00,2026-01-08T12:03:00.287000,287,Compare sales channels in Q2 2026.,Request classified and task plan created.,Success,0.866,814,166,0.00401,
AEL001022,WFR00258,2,A002,TOOL019,2026-01-08T12:03:00.352000,2026-01-08T12:03:00.851000,499,Compare sales channels in Q2 2026.,RBAC and resource-scope decision completed.,Success,0.943,456,129,0.00156,
AEL001023,WFR00258,3,A006,TOOL011,2026-01-08T12:03:00.926000,2026-01-08T12:03:02.170000,1244,Compare sales channels in Q2 2026.,Sales aggregation completed.,Success,0.916,247,118,0.00339,
AEL001024,WFR00258,4,A008,TOOL019,2026-01-08T12:03:02.237000,2026-01-08T12:03:03.224000,987,Compare sales channels in Q2 2026.,"Correctness, grounding, and safety validated.",Success,0.904,151,122,0.0061,
AEL001025,WFR00258,5,A009,TOOL019,2026-01-08T12:03:03.270000,2026-01-08T12:03:03.567000,297,Compare sales channels in Q2 2026.,Evidence-based explanation generated.,Success,0.88,134,407,0.01046,
AEL001026,WFR00259,1,A001,TOOL016,2026-08-21T09:56:00,2026-08-21T09:56:00.425000,425,Which evaluation program has the highest regression rate?,Request classified and task plan created.,Success,0.852,378,399,0.00584,
AEL001027,WFR00259,2,A002,TOOL016,2026-08-21T09:56:00.445000,2026-08-21T09:56:01.026000,581,Which evaluation program has the highest regression rate?,Access denied for permission evaluation.read.,Success,0.826,674,177,0.00146,
AEL001028,WFR00260,1,A001,TOOL019,2026-01-30T18:27:00,2026-01-30T18:27:00.247000,247,Show my leave history.,Request classified and task plan created.,Success,0.876,458,328,0.01075,
AEL001029,WFR00260,2,A002,TOOL019,2026-01-30T18:27:00.258000,2026-01-30T18:27:00.432000,174,Show my leave history.,Access denied for permission leave.read_all.,Success,0.864,881,49,0.01163,
AEL001030,WFR00261,1,A001,TOOL019,2026-07-16T08:10:00,2026-07-16T08:10:00.332000,332,Route this discount exception.,Request classified and task plan created.,Success,0.81,257,84,0.01179,
AEL001031,WFR00261,2,A002,TOOL019,2026-07-16T08:10:00.348000,2026-07-16T08:10:00.536000,188,Route this discount exception.,RBAC and resource-scope decision completed.,Success,0.952,460,368,0.00715,
AEL001032,WFR00261,3,A006,TOOL011,2026-07-16T08:10:00.585000,2026-07-16T08:10:01.781000,1196,Route this discount exception.,Sales aggregation completed.,Success,0.981,692,182,0.00972,
AEL001033,WFR00261,4,A007,TOOL013,2026-07-16T08:10:01.823000,2026-07-16T08:10:02.253000,430,Route this discount exception.,Finance policy and request data evaluated.,Success,0.96,317,360,0.00867,
AEL001034,WFR00261,5,A010,TOOL008,2026-07-16T08:10:02.314000,2026-07-16T08:10:02.601000,287,Route this discount exception.,Human approval workflow created or resumed.,Success,0.794,527,122,0.00663,
AEL001035,WFR00261,6,A009,TOOL019,2026-07-16T08:10:02.669000,2026-07-16T08:10:03.113000,444,Route this discount exception.,Evidence-based explanation generated.,Success,0.986,844,221,0.00224,
AEL001036,WFR00262,1,A001,TOOL016,2026-01-31T13:44:00,2026-01-31T13:44:00.482000,482,How many casual leave days are available?,Request classified and task plan created.,Success,0.876,643,327,0.00814,
AEL001037,WFR00262,2,A002,TOOL016,2026-01-31T13:44:00.502000,2026-01-31T13:44:00.963000,461,How many casual leave days are available?,RBAC and resource-scope decision completed.,Success,0.928,755,260,0.00577,
AEL001038,WFR00262,3,A003,TOOL017,2026-01-31T13:44:00.979000,2026-01-31T13:44:01.740000,761,How many casual leave days are available?,Authorized document evidence retrieved.,Success,0.852,871,289,0.00351,
AEL001039,WFR00262,4,A008,TOOL018,2026-01-31T13:44:01.767000,2026-01-31T13:44:02.418000,651,How many casual leave days are available?,"Correctness, grounding, and safety validated.",Success,0.847,734,147,0.00145,
AEL001040,WFR00262,5,A009,TOOL019,2026-01-31T13:44:02.464000,2026-01-31T13:44:03.042000,578,How many casual leave days are available?,Evidence-based explanation generated.,Success,0.983,191,51,0.01016,
AEL001041,WFR00263,1,A001,TOOL019,2026-05-19T13:03:00,2026-05-19T13:03:00.224000,224,Reassign task after checking workload.,Request classified and task plan created.,Success,0.925,332,227,0.00257,
